year	lyear	pc8	lpc8	entry	exit	lcount	count	oto	otm	mto	mtm	unchanged
2008	2007	10113930	15121300	0	0	1	1	1	0	0	0	0
2009	2008	10114100	10114100	0	0	1	1	0	0	0	0	1
2010	2009	10114100	10114100	0	0	1	1	0	0	0	0	1
2011	2010	10114100	10114100	0	0	1	1	0	0	0	0	1
2012	2011	10114100	10114100	0	0	1	1	0	0	0	0	1
2013	2012	10114100	10114100	0	0	1	1	0	0	0	0	1
2014	2013	10114100	10114100	0	0	1	1	0	0	0	0	1
2008	2007	10114100	15112100	0	0	1	1	1	0	0	0	0
2009	2008	10114200	10114200	0	0	1	1	0	0	0	0	1
2010	2009	10114200	10114200	0	0	1	1	0	0	0	0	1
2011	2010	10114200	10114200	0	0	1	1	0	0	0	0	1
2012	2011	10114200	10114200	0	0	1	1	0	0	0	0	1
2013	2012	10114200	10114200	0	0	1	1	0	0	0	0	1
2014	2013	10114200	10114200	0	0	1	1	0	0	0	0	1
2008	2007	10114200	15112400	0	0	1	1	1	0	0	0	0
2009	2008	10114300	10114300	0	0	1	1	0	0	0	0	1
2010	2009	10114300	10114300	0	0	1	1	0	0	0	0	1
2011	2010	10114300	10114300	0	0	1	1	0	0	0	0	1
2012	2011	10114300	10114300	0	0	1	1	0	0	0	0	1
2013	2012	10114300	10114300	0	0	1	1	0	0	0	0	1
2014	2013	10114300	10114300	0	0	1	1	0	0	0	0	1
2008	2007	10114300	15112500	0	0	1	1	1	0	0	0	0
2009	2008	10114400	10114400	0	0	1	1	0	0	0	0	1
2010	2009	10114400	10114400	0	0	1	1	0	0	0	0	1
2011	2010	10114400	10114400	0	0	1	1	0	0	0	0	1
2012	2011	10114400	10114400	0	0	1	1	0	0	0	0	1
2013	2012	10114400	10114400	0	0	1	1	0	0	0	0	1
2014	2013	10114400	10114400	0	0	1	1	0	0	0	0	1
2008	2007	10114400	15112600	0	0	1	1	1	0	0	0	0
2009	2008	10114500	10114500	0	0	1	1	0	0	0	0	1
2010	2009	10114500	10114500	0	0	1	1	0	0	0	0	1
2011	2010	10114500	10114500	0	0	1	1	0	0	0	0	1
2012	2011	10114500	10114500	0	0	1	1	0	0	0	0	1
2013	2012	10114500	10114500	0	0	1	1	0	0	0	0	1
2014	2013	10114500	10114500	0	0	1	1	0	0	0	0	1
2008	2007	10114500	15112700	0	0	1	1	1	0	0	0	0
2009	2008	10115040	10115040	0	0	1	1	0	0	0	0	1
2010	2009	10115040	10115040	0	0	1	1	0	0	0	0	1
2011	2010	10115040	10115040	0	0	1	1	0	0	0	0	1
2012	2011	10115040	10115040	0	0	1	1	0	0	0	0	1
2013	2012	10115040	10115040	0	0	1	1	0	0	0	0	1
2014	2013	10115040	10115040	0	0	1	1	0	0	0	0	1
2008	2007	10115040	15113040	0	0	1	1	1	0	0	0	0
2009	2008	10115060	10115060	0	0	1	1	0	0	0	0	1
2010	2009	10115060	10115060	0	0	1	1	0	0	0	0	1
2011	2010	10115060	10115060	0	0	1	1	0	0	0	0	1
2012	2011	10115060	10115060	0	0	1	1	0	0	0	0	1
2013	2012	10115060	10115060	0	0	1	1	0	0	0	0	1
2014	2013	10115060	10115060	0	0	1	1	0	0	0	0	1
2008	2007	10115060	15113060	0	0	1	1	1	0	0	0	0
2009	2008	10115070	10115070	0	0	1	1	0	0	0	0	1
2010	2009	10115070	10115070	0	0	1	1	0	0	0	0	1
2011	2010	10115070	10115070	0	0	1	1	0	0	0	0	1
2012	2011	10115070	10115070	0	0	1	1	0	0	0	0	1
2013	2012	10115070	10115070	0	0	1	1	0	0	0	0	1
2014	2013	10115070	10115070	0	0	1	1	0	0	0	0	1
2008	2007	10115070	15113070	0	0	1	1	1	0	0	0	0
2009	2008	10116030	10116030	0	0	1	1	0	0	0	0	1
2010	2009	10116030	10116030	0	0	1	1	0	0	0	0	1
2011	2010	10116030	10116030	0	0	1	1	0	0	0	0	1
2012	2011	10116030	10116030	0	0	1	1	0	0	0	0	1
2013	2012	10116030	10116030	0	0	1	1	0	0	0	0	1
2014	2013	10116030	10116030	0	0	1	1	0	0	0	0	1
2008	2007	10116030	15114030	0	0	1	1	1	0	0	0	0
2009	2008	10116090	10116090	0	0	1	1	0	0	0	0	1
2010	2009	10116090	10116090	0	0	1	1	0	0	0	0	1
2011	2010	10116090	10116090	0	0	1	1	0	0	0	0	1
2012	2011	10116090	10116090	0	0	1	1	0	0	0	0	1
2013	2012	10116090	10116090	0	0	1	1	0	0	0	0	1
2014	2013	10116090	10116090	0	0	1	1	0	0	0	0	1
2008	2007	10116090	15114090	0	0	1	1	1	0	0	0	0
2009	2008	10121010	10121010	0	0	1	1	0	0	0	0	1
2010	2009	10121010	10121010	0	0	1	1	0	0	0	0	1
2011	2010	10121010	10121010	0	0	1	1	0	0	0	0	1
2012	2011	10121010	10121010	0	0	1	1	0	0	0	0	1
2013	2012	10121010	10121010	0	0	1	1	0	0	0	0	1
2014	2013	10121010	10121010	0	0	1	1	0	0	0	0	1
2008	2007	10121010	15121113	0	0	1	1	1	0	0	0	0
2009	2008	10121020	10121020	0	0	1	1	0	0	0	0	1
2010	2009	10121020	10121020	0	0	1	1	0	0	0	0	1
2011	2010	10121020	10121020	0	0	1	1	0	0	0	0	1
2012	2011	10121020	10121020	0	0	1	1	0	0	0	0	1
2013	2012	10121020	10121020	0	0	1	1	0	0	0	0	1
2014	2013	10121020	10121020	0	0	1	1	0	0	0	0	1
2008	2007	10121020	15121115	0	0	1	1	1	0	0	0	0
2009	2008	10121030	10121030	0	0	1	1	0	0	0	0	1
2010	2009	10121030	10121030	0	0	1	1	0	0	0	0	1
2011	2010	10121030	10121030	0	0	1	1	0	0	0	0	1
2012	2011	10121030	10121030	0	0	1	1	0	0	0	0	1
2013	2012	10121030	10121030	0	0	1	1	0	0	0	0	1
2014	2013	10121030	10121030	0	0	1	1	0	0	0	0	1
2008	2007	10121030	15121117	0	0	1	1	1	0	0	0	0
2009	2008	10121040	10121040	0	0	1	1	0	0	0	0	1
2010	2009	10121040	10121040	0	0	1	1	0	0	0	0	1
2011	2010	10121040	10121040	0	0	1	1	0	0	0	0	1
2012	2011	10121040	10121040	0	0	1	1	0	0	0	0	1
2013	2012	10121040	10121040	0	0	1	1	0	0	0	0	1
2014	2013	10121040	10121040	0	0	1	1	0	0	0	0	1
2008	2007	10121040	15121130	0	0	1	1	1	0	0	0	0
2009	2008	10121050	10121050	0	0	1	1	0	0	0	0	1
2010	2009	10121050	10121050	0	0	1	1	0	0	0	0	1
2011	2010	10121050	10121050	0	0	1	1	0	0	0	0	1
2012	2011	10121050	10121050	0	0	1	1	0	0	0	0	1
2013	2012	10121050	10121050	0	0	1	1	0	0	0	0	1
2014	2013	10121050	10121050	0	0	1	1	0	0	0	0	1
2008	2007	10121050	15121153	0	0	1	1	1	0	0	0	0
2009	2008	10121060	10121060	0	0	1	1	0	0	0	0	1
2010	2009	10121060	10121060	0	0	1	1	0	0	0	0	1
2011	2010	10121060	10121060	0	0	1	1	0	0	0	0	1
2012	2011	10121060	10121060	0	0	1	1	0	0	0	0	1
2013	2012	10121060	10121060	0	0	1	1	0	0	0	0	1
2014	2013	10121060	10121060	0	0	1	1	0	0	0	0	1
2008	2007	10121060	15121155	0	0	1	1	1	0	0	0	0
2009	2008	10121070	10121070	0	0	1	1	0	0	0	0	1
2010	2009	10121070	10121070	0	0	1	1	0	0	0	0	1
2011	2010	10121070	10121070	0	0	1	1	0	0	0	0	1
2012	2011	10121070	10121070	0	0	1	1	0	0	0	0	1
2013	2012	10121070	10121070	0	0	1	1	0	0	0	0	1
2014	2013	10121070	10121070	0	0	1	1	0	0	0	0	1
2008	2007	10121070	15121157	0	0	1	1	1	0	0	0	0
2009	2008	10122013	10122013	0	0	1	1	0	0	0	0	1
2010	2009	10122013	10122013	0	0	1	1	0	0	0	0	1
2011	2010	10122013	10122013	0	0	1	1	0	0	0	0	1
2012	2011	10122013	10122013	0	0	1	1	0	0	0	0	1
2013	2012	10122013	10122013	0	0	1	1	0	0	0	0	1
2014	2013	10122013	10122013	0	0	1	1	0	0	0	0	1
2008	2007	10122013	15121213	0	0	1	1	1	0	0	0	0
2009	2008	10122015	10122015	0	0	1	1	0	0	0	0	1
2010	2009	10122015	10122015	0	0	1	1	0	0	0	0	1
2011	2010	10122015	10122015	0	0	1	1	0	0	0	0	1
2012	2011	10122015	10122015	0	0	1	1	0	0	0	0	1
2013	2012	10122015	10122015	0	0	1	1	0	0	0	0	1
2014	2013	10122015	10122015	0	0	1	1	0	0	0	0	1
2008	2007	10122015	15121215	0	0	1	1	1	0	0	0	0
2009	2008	10122017	10122017	0	0	1	1	0	0	0	0	1
2010	2009	10122017	10122017	0	0	1	1	0	0	0	0	1
2011	2010	10122017	10122017	0	0	1	1	0	0	0	0	1
2012	2011	10122017	10122017	0	0	1	1	0	0	0	0	1
2013	2012	10122017	10122017	0	0	1	1	0	0	0	0	1
2014	2013	10122017	10122017	0	0	1	1	0	0	0	0	1
2008	2007	10122017	15121217	0	0	1	1	1	0	0	0	0
2009	2008	10122053	10122053	0	0	1	1	0	0	0	0	1
2010	2009	10122053	10122053	0	0	1	1	0	0	0	0	1
2011	2010	10122053	10122053	0	0	1	1	0	0	0	0	1
2012	2011	10122053	10122053	0	0	1	1	0	0	0	0	1
2013	2012	10122053	10122053	0	0	1	1	0	0	0	0	1
2014	2013	10122053	10122053	0	0	1	1	0	0	0	0	1
2008	2007	10122053	15121253	0	0	1	1	1	0	0	0	0
2009	2008	10122055	10122055	0	0	1	1	0	0	0	0	1
2010	2009	10122055	10122055	0	0	1	1	0	0	0	0	1
2011	2010	10122055	10122055	0	0	1	1	0	0	0	0	1
2012	2011	10122055	10122055	0	0	1	1	0	0	0	0	1
2013	2012	10122055	10122055	0	0	1	1	0	0	0	0	1
2014	2013	10122055	10122055	0	0	1	1	0	0	0	0	1
2008	2007	10122055	15121255	0	0	1	1	1	0	0	0	0
2009	2008	10122057	10122057	0	0	1	1	0	0	0	0	1
2010	2009	10122057	10122057	0	0	1	1	0	0	0	0	1
2011	2010	10122057	10122057	0	0	1	1	0	0	0	0	1
2012	2011	10122057	10122057	0	0	1	1	0	0	0	0	1
2013	2012	10122057	10122057	0	0	1	1	0	0	0	0	1
2014	2013	10122057	10122057	0	0	1	1	0	0	0	0	1
2008	2007	10122057	15121257	0	0	1	1	1	0	0	0	0
2009	2008	10122080	10122080	0	0	1	1	0	0	0	0	1
2010	2009	10122080	10122080	0	0	1	1	0	0	0	0	1
2011	2010	10122080	10122080	0	0	1	1	0	0	0	0	1
2012	2011	10122080	10122080	0	0	1	1	0	0	0	0	1
2013	2012	10122080	10122080	0	0	1	1	0	0	0	0	1
2014	2013	10122080	10122080	0	0	1	1	0	0	0	0	1
2008	2007	10122080	15121275	0	0	1	1	1	0	0	0	0
2009	2008	10123000	10123000	0	0	1	1	0	0	0	0	1
2010	2009	10123000	10123000	0	0	1	1	0	0	0	0	1
2011	2010	10123000	10123000	0	0	1	1	0	0	0	0	1
2012	2011	10123000	10123000	0	0	1	1	0	0	0	0	1
2013	2012	10123000	10123000	0	0	1	1	0	0	0	0	1
2014	2013	10123000	10123000	0	0	1	1	0	0	0	0	1
2008	2007	10123000	15121400	0	0	1	1	1	0	0	0	0
2009	2008	10124020	10124020	0	0	1	1	0	0	0	0	1
2010	2009	10124020	10124020	0	0	1	1	0	0	0	0	1
2011	2010	10124020	10124020	0	0	1	1	0	0	0	0	1
2012	2011	10124020	10124020	0	0	1	1	0	0	0	0	1
2013	2012	10124020	10124020	0	0	1	1	0	0	0	0	1
2014	2013	10124020	10124020	0	0	1	1	0	0	0	0	1
2008	2007	10124020	15121170	0	0	1	1	1	0	0	0	0
2009	2008	10124050	10124050	0	0	1	1	0	0	0	0	1
2010	2009	10124050	10124050	0	0	1	1	0	0	0	0	1
2011	2010	10124050	10124050	0	0	1	1	0	0	0	0	1
2012	2011	10124050	10124050	0	0	1	1	0	0	0	0	1
2013	2012	10124050	10124050	0	0	1	1	0	0	0	0	1
2014	2013	10124050	10124050	0	0	1	1	0	0	0	0	1
2008	2007	10124050	15121271	0	0	1	1	1	0	0	0	0
2009	2008	10125000	10125000	0	0	1	1	0	0	0	0	1
2010	2009	10125000	10125000	0	0	1	1	0	0	0	0	1
2011	2010	10125000	10125000	0	0	1	1	0	0	0	0	1
2012	2011	10125000	10125000	0	0	1	1	0	0	0	0	1
2013	2012	10125000	10125000	0	0	1	1	0	0	0	0	1
2014	2013	10125000	10125000	0	0	1	1	0	0	0	0	1
2008	2007	10125000	36637720	0	0	1	1	1	0	0	0	0
2009	2008	10131120	10131120	0	0	1	1	0	0	0	0	1
2010	2009	10131120	10131120	0	0	1	1	0	0	0	0	1
2011	2010	10131120	10131120	0	0	1	1	0	0	0	0	1
2012	2011	10131120	10131120	0	0	1	1	0	0	0	0	1
2013	2012	10131120	10131120	0	0	1	1	0	0	0	0	1
2014	2013	10131120	10131120	0	0	1	1	0	0	0	0	1
2008	2007	10131120	15131110	0	0	1	1	1	0	0	0	0
2009	2008	10131150	10131150	0	0	1	1	0	0	0	0	1
2010	2009	10131150	10131150	0	0	1	1	0	0	0	0	1
2011	2010	10131150	10131150	0	0	1	1	0	0	0	0	1
2012	2011	10131150	10131150	0	0	1	1	0	0	0	0	1
2013	2012	10131150	10131150	0	0	1	1	0	0	0	0	1
2014	2013	10131150	10131150	0	0	1	1	0	0	0	0	1
2008	2007	10131150	15131130	0	0	1	1	1	0	0	0	0
2009	2008	10131180	10131180	0	0	1	1	0	0	0	0	1
2010	2009	10131180	10131180	0	0	1	1	0	0	0	0	1
2011	2010	10131180	10131180	0	0	1	1	0	0	0	0	1
2012	2011	10131180	10131180	0	0	1	1	0	0	0	0	1
2013	2012	10131180	10131180	0	0	1	1	0	0	0	0	1
2014	2013	10131180	10131180	0	0	1	1	0	0	0	0	1
2008	2007	10131180	15131150	0	0	1	1	1	0	0	0	0
2009	2008	10131200	10131200	0	0	1	1	0	0	0	0	1
2010	2009	10131200	10131200	0	0	1	1	0	0	0	0	1
2011	2010	10131200	10131200	0	0	1	1	0	0	0	0	1
2012	2011	10131200	10131200	0	0	1	1	0	0	0	0	1
2013	2012	10131200	10131200	0	0	1	1	0	0	0	0	1
2014	2013	10131200	10131200	0	0	1	1	0	0	0	0	1
2008	2007	10131200	15131170	0	0	1	1	1	0	0	0	0
2009	2008	10131300	10131300	0	0	1	1	0	0	0	0	1
2010	2009	10131300	10131300	0	0	1	1	0	0	0	0	1
2011	2010	10131300	10131300	0	0	1	1	0	0	0	0	1
2012	2011	10131300	10131300	0	0	1	1	0	0	0	0	1
2013	2012	10131300	10131300	0	0	1	1	0	0	0	0	1
2014	2013	10131300	10131300	0	0	1	1	0	0	0	0	1
2008	2007	10131300	15131190	0	0	1	1	1	0	0	0	0
2009	2008	10131430	10131430	0	0	1	1	0	0	0	0	1
2010	2009	10131430	10131430	0	0	1	1	0	0	0	0	1
2011	2010	10131430	10131430	0	0	1	1	0	0	0	0	1
2012	2011	10131430	10131430	0	0	1	1	0	0	0	0	1
2013	2012	10131430	10131430	0	0	1	1	0	0	0	0	1
2014	2013	10131430	10131430	0	0	1	1	0	0	0	0	1
2008	2007	10131430	15131213	0	0	1	2	0	0	0	1	0
2009	2008	10131460	10131460	0	0	1	1	0	0	0	0	1
2010	2009	10131460	10131460	0	0	1	1	0	0	0	0	1
2011	2010	10131460	10131460	0	0	1	1	0	0	0	0	1
2012	2011	10131460	10131460	0	0	1	1	0	0	0	0	1
2013	2012	10131460	10131460	0	0	1	1	0	0	0	0	1
2014	2013	10131460	10131460	0	0	1	1	0	0	0	0	1
2008	2007	10131460	15131215	0	0	1	2	0	0	0	1	0
2009	2008	10131505	10131505	0	0	1	1	0	0	0	0	1
2010	2009	10131505	10131505	0	0	1	1	0	0	0	0	1
2011	2010	10131505	10131505	0	0	1	1	0	0	0	0	1
2012	2011	10131505	10131505	0	0	1	1	0	0	0	0	1
2013	2012	10131505	10131505	0	0	1	1	0	0	0	0	1
2014	2013	10131505	10131505	0	0	1	1	0	0	0	0	1
2008	2007	10131505	15131223	0	0	1	2	0	0	0	1	0
2009	2008	10131515	10131515	0	0	1	1	0	0	0	0	1
2010	2009	10131515	10131515	0	0	1	1	0	0	0	0	1
2011	2010	10131515	10131515	0	0	1	1	0	0	0	0	1
2012	2011	10131515	10131515	0	0	1	1	0	0	0	0	1
2013	2012	10131515	10131515	0	0	1	1	0	0	0	0	1
2014	2013	10131515	10131515	0	0	1	1	0	0	0	0	1
2008	2007	10131515	15131225	0	0	1	2	0	0	0	1	0
2009	2008	10131525	10131525	0	0	1	1	0	0	0	0	1
2010	2009	10131525	10131525	0	0	1	1	0	0	0	0	1
2011	2010	10131525	10131525	0	0	1	1	0	0	0	0	1
2012	2011	10131525	10131525	0	0	1	1	0	0	0	0	1
2013	2012	10131525	10131525	0	0	1	1	0	0	0	0	1
2014	2013	10131525	10131525	0	0	1	1	0	0	0	0	1
2008	2007	10131525	15131233	0	0	1	2	0	0	0	1	0
2009	2008	10131535	10131535	0	0	1	1	0	0	0	0	1
2010	2009	10131535	10131535	0	0	1	1	0	0	0	0	1
2011	2010	10131535	10131535	0	0	1	1	0	0	0	0	1
2012	2011	10131535	10131535	0	0	1	1	0	0	0	0	1
2013	2012	10131535	10131535	0	0	1	1	0	0	0	0	1
2014	2013	10131535	10131535	0	0	1	1	0	0	0	0	1
2008	2007	10131535	15131235	0	0	1	2	0	0	0	1	0
2009	2008	10131545	10131545	0	0	1	1	0	0	0	0	1
2010	2009	10131545	10131545	0	0	1	1	0	0	0	0	1
2011	2010	10131545	10131545	0	0	1	1	0	0	0	0	1
2012	2011	10131545	10131545	0	0	1	1	0	0	0	0	1
2013	2012	10131545	10131545	0	0	1	1	0	0	0	0	1
2014	2013	10131545	10131545	0	0	1	1	0	0	0	0	1
2008	2007	10131545	15131243	0	0	1	2	0	0	0	1	0
2009	2008	10131555	10131555	0	0	1	1	0	0	0	0	1
2010	2009	10131555	10131555	0	0	1	1	0	0	0	0	1
2011	2010	10131555	10131555	0	0	1	1	0	0	0	0	1
2012	2011	10131555	10131555	0	0	1	1	0	0	0	0	1
2013	2012	10131555	10131555	0	0	1	1	0	0	0	0	1
2014	2013	10131555	10131555	0	0	1	1	0	0	0	0	1
2008	2007	10131555	15131245	0	0	1	2	0	0	0	1	0
2009	2008	10131565	10131565	0	0	1	1	0	0	0	0	1
2010	2009	10131565	10131565	0	0	1	1	0	0	0	0	1
2011	2010	10131565	10131565	0	0	1	1	0	0	0	0	1
2012	2011	10131565	10131565	0	0	1	1	0	0	0	0	1
2013	2012	10131565	10131565	0	0	1	1	0	0	0	0	1
2014	2013	10131565	10131565	0	0	1	1	0	0	0	0	1
2008	2007	10131565	15131253	0	0	1	2	0	0	0	1	0
2009	2008	10131575	10131575	0	0	1	1	0	0	0	0	1
2010	2009	10131575	10131575	0	0	1	1	0	0	0	0	1
2011	2010	10131575	10131575	0	0	1	1	0	0	0	0	1
2012	2011	10131575	10131575	0	0	1	1	0	0	0	0	1
2013	2012	10131575	10131575	0	0	1	1	0	0	0	0	1
2014	2013	10131575	10131575	0	0	1	1	0	0	0	0	1
2008	2007	10131575	15131259	0	0	1	2	0	0	0	1	0
2009	2008	10131585	10131585	0	0	1	1	0	0	0	0	1
2010	2009	10131585	10131585	0	0	1	1	0	0	0	0	1
2011	2010	10131585	10131585	0	0	1	1	0	0	0	0	1
2012	2011	10131585	10131585	0	0	1	1	0	0	0	0	1
2013	2012	10131585	10131585	0	0	1	1	0	0	0	0	1
2014	2013	10131585	10131585	0	0	1	1	0	0	0	0	1
2008	2007	10131585	15131260	0	0	1	2	0	0	0	1	0
2009	2008	10131595	10131595	0	0	1	1	0	0	0	0	1
2010	2009	10131595	10131595	0	0	1	1	0	0	0	0	1
2011	2010	10131595	10131595	0	0	1	1	0	0	0	0	1
2012	2011	10131595	10131595	0	0	1	1	0	0	0	0	1
2013	2012	10131595	10131595	0	0	1	1	0	0	0	0	1
2014	2013	10131595	10131595	0	0	1	1	0	0	0	0	1
2008	2007	10131595	15131290	0	0	1	2	0	0	0	1	0
2009	2008	10131600	10131600	0	0	1	1	0	0	0	0	1
2010	2009	10131600	10131600	0	0	1	1	0	0	0	0	1
2011	2010	10131600	10131600	0	0	1	1	0	0	0	0	1
2012	2011	10131600	10131600	0	0	1	1	0	0	0	0	1
2013	2012	10131600	10131600	0	0	1	1	0	0	0	0	1
2014	2013	10131600	10131600	0	0	1	1	0	0	0	0	1
2008	2007	10131600	15131300	0	0	1	1	1	0	0	0	0
2009	2008	10139100	10139100	0	0	1	1	0	0	0	0	1
2010	2009	10139100	10139100	0	0	1	1	0	0	0	0	1
2011	2010	10139100	10139100	0	0	1	1	0	0	0	0	1
2012	2011	10139100	10139100	0	0	1	1	0	0	0	0	1
2013	2012	10139100	10139100	0	0	1	1	0	0	0	0	1
2014	2013	10139100	10139100	0	0	1	1	0	0	0	0	1
2008	2007	10139100	15139000	0	0	1	1	1	0	0	0	0
2002	2001	10201030	10201030	0	0	1	1	0	0	0	0	1
2003	2002	10201030	10201030	0	0	1	1	0	0	0	0	1
2004	2003	10201030	10201030	0	0	1	1	0	0	0	0	1
2002	2001	10201050	10201050	0	0	1	1	0	0	0	0	1
2003	2002	10201050	10201050	0	0	1	1	0	0	0	0	1
2004	2003	10201050	10201050	0	0	1	1	0	0	0	0	1
2009	2008	10201100	10201100	0	0	1	1	0	0	0	0	1
2010	2009	10201100	10201100	0	0	1	1	0	0	0	0	1
2011	2010	10201100	10201100	0	0	1	1	0	0	0	0	1
2012	2011	10201100	10201100	0	0	1	1	0	0	0	0	1
2013	2012	10201100	10201100	0	0	1	1	0	0	0	0	1
2014	2013	10201100	10201100	0	0	1	1	0	0	0	0	1
2008	2007	10201100	15201190	0	0	1	1	1	0	0	0	0
2009	2008	10201200	10201200	0	0	1	1	0	0	0	0	1
2010	2009	10201200	10201200	0	0	1	1	0	0	0	0	1
2011	2010	10201200	10201200	0	0	1	1	0	0	0	0	1
2012	2011	10201200	10201200	0	0	1	1	0	0	0	0	1
2013	2012	10201200	10201200	0	0	1	1	0	0	0	0	1
2014	2013	10201200	10201200	0	0	1	1	0	0	0	0	1
2008	2007	10201200	15201130	0	0	1	1	1	0	0	0	0
2009	2008	10201330	10201330	0	0	1	1	0	0	0	0	1
2010	2009	10201330	10201330	0	0	1	1	0	0	0	0	1
2011	2010	10201330	10201330	0	0	1	1	0	0	0	0	1
2012	2011	10201330	10201330	0	0	1	1	0	0	0	0	1
2013	2012	10201330	10201330	0	0	1	1	0	0	0	0	1
2014	2013	10201330	10201330	0	0	1	1	0	0	0	0	1
2008	2007	10201330	15201210	0	0	1	1	1	0	0	0	0
2009	2008	10201360	10201360	0	0	1	1	0	0	0	0	1
2010	2009	10201360	10201360	0	0	1	1	0	0	0	0	1
2011	2010	10201360	10201360	0	0	1	1	0	0	0	0	1
2012	2011	10201360	10201360	0	0	1	1	0	0	0	0	1
2013	2012	10201360	10201360	0	0	1	1	0	0	0	0	1
2014	2013	10201360	10201360	0	0	1	1	0	0	0	0	1
2008	2007	10201360	15201230	0	0	1	1	1	0	0	0	0
2009	2008	10201400	10201400	0	0	1	1	0	0	0	0	1
2010	2009	10201400	10201400	0	0	1	1	0	0	0	0	1
2011	2010	10201400	10201400	0	0	1	1	0	0	0	0	1
2012	2011	10201400	10201400	0	0	1	1	0	0	0	0	1
2013	2012	10201400	10201400	0	0	1	1	0	0	0	0	1
2014	2013	10201400	10201400	0	0	1	1	0	0	0	0	1
2008	2007	10201400	15201270	0	0	1	1	1	0	0	0	0
2009	2008	10201500	10201500	0	0	1	1	0	0	0	0	1
2010	2009	10201500	10201500	0	0	1	1	0	0	0	0	1
2011	2010	10201500	10201500	0	0	1	1	0	0	0	0	1
2012	2011	10201500	10201500	0	0	1	1	0	0	0	0	1
2013	2012	10201500	10201500	0	0	1	1	0	0	0	0	1
2014	2013	10201500	10201500	0	0	1	1	0	0	0	0	1
2008	2007	10201500	15201290	0	0	1	1	1	0	0	0	0
2009	2008	10201600	10201600	0	0	1	1	0	0	0	0	1
2010	2009	10201600	10201600	0	0	1	1	0	0	0	0	1
2011	2010	10201600	10201600	0	0	1	1	0	0	0	0	1
2012	2011	10201600	10201600	0	0	1	1	0	0	0	0	1
2013	2012	10201600	10201600	0	0	1	1	0	0	0	0	1
2014	2013	10201600	10201600	0	0	1	1	0	0	0	0	1
2008	2007	10201600	15201250	0	0	1	1	1	0	0	0	0
2009	2008	10202100	10202100	0	0	1	1	0	0	0	0	1
2010	2009	10202100	10202100	0	0	1	1	0	0	0	0	1
2011	2010	10202100	10202100	0	0	1	1	0	0	0	0	1
2012	2011	10202100	10202100	0	0	1	1	0	0	0	0	1
2013	2012	10202100	10202100	0	0	1	1	0	0	0	0	1
2014	2013	10202100	10202100	0	0	1	1	0	0	0	0	1
2008	2007	10202100	15201330	0	0	1	1	1	0	0	0	0
2009	2008	10202200	10202200	0	0	1	1	0	0	0	0	1
2010	2009	10202200	10202200	0	0	1	1	0	0	0	0	1
2011	2010	10202200	10202200	0	0	1	1	0	0	0	0	1
2012	2011	10202200	10202200	0	0	1	1	0	0	0	0	1
2013	2012	10202200	10202200	0	0	1	1	0	0	0	0	1
2014	2013	10202200	10202200	0	0	1	1	0	0	0	0	1
2008	2007	10202200	15201310	0	0	1	1	1	0	0	0	0
2009	2008	10202300	10202300	0	0	1	1	0	0	0	0	1
2010	2009	10202300	10202300	0	0	1	1	0	0	0	0	1
2011	2010	10202300	10202300	0	0	1	1	0	0	0	0	1
2008	2007	10202300	15201370	0	0	1	1	1	0	0	0	0
2012	2011	10202350	10202300	0	0	1	1	1	0	0	0	0
2013	2012	10202350	10202350	0	0	1	1	0	0	0	0	1
2014	2013	10202350	10202350	0	0	1	1	0	0	0	0	1
2009	2008	10202420	10202420	0	0	1	1	0	0	0	0	1
2010	2009	10202420	10202420	0	0	1	1	0	0	0	0	1
2011	2010	10202420	10202420	0	0	1	1	0	0	0	0	1
2008	2007	10202420	15201353	0	0	1	1	1	0	0	0	0
2012	2011	10202425	10202420	0	0	1	1	1	0	0	0	0
2013	2012	10202425	10202425	0	0	1	1	0	0	0	0	1
2014	2013	10202425	10202425	0	0	1	1	0	0	0	0	1
2009	2008	10202450	10202450	0	0	1	1	0	0	0	0	1
2010	2009	10202450	10202450	0	0	1	1	0	0	0	0	1
2011	2010	10202450	10202450	0	0	1	1	0	0	0	0	1
2008	2007	10202450	15201355	0	0	1	1	1	0	0	0	0
2012	2011	10202455	10202450	0	0	1	1	1	0	0	0	0
2013	2012	10202455	10202455	0	0	1	1	0	0	0	0	1
2014	2013	10202455	10202455	0	0	1	1	0	0	0	0	1
2009	2008	10202480	10202480	0	0	1	1	0	0	0	0	1
2010	2009	10202480	10202480	0	0	1	1	0	0	0	0	1
2011	2010	10202480	10202480	0	0	1	1	0	0	0	0	1
2008	2007	10202480	15201359	0	0	1	1	1	0	0	0	0
2012	2011	10202485	10202480	0	0	1	1	1	0	0	0	0
2013	2012	10202485	10202485	0	0	1	1	0	0	0	0	1
2014	2013	10202485	10202485	0	0	1	1	0	0	0	0	1
2009	2008	10202510	10202510	0	0	1	1	0	0	0	0	1
2010	2009	10202510	10202510	0	0	1	1	0	0	0	0	1
2011	2010	10202510	10202510	0	0	1	1	0	0	0	0	1
2012	2011	10202510	10202510	0	0	1	1	0	0	0	0	1
2013	2012	10202510	10202510	0	0	1	1	0	0	0	0	1
2014	2013	10202510	10202510	0	0	1	1	0	0	0	0	1
2008	2007	10202510	15201411	0	0	1	2	0	0	0	1	0
2009	2008	10202520	10202520	0	0	1	1	0	0	0	0	1
2010	2009	10202520	10202520	0	0	1	1	0	0	0	0	1
